id,type,name,latitude_deg,longitude_deg,elevation_ft,local_code,home_link,score
3531,large_airport,Fort Lauderdale Hollywood International Airport,26.07259941,-80.15270233,9,FLL,http://www.fll.net/,1015275
3887,large_airport,Salt Lake City International Airport,40.78839874,-111.9779968,4227,SLC,,1025075
3905,large_airport,St Louis Lambert International Airport,38.748697,-90.370003,618,STL,http://www.lambert-stlouis.com/,1047075
3673,large_airport,Chicago Midway International Airport,41.7859993,-87.75240326,620,MDW,http://www.flychicago.com/midway/MidwayHomepage.shtm,1015475
5453,large_airport,Daniel K Inouye International Airport,21.32062,-157.924228,13,HNL,http://hawaii.gov/dot/airports/hnl/,1029375
3435,large_airport,Baltimore/Washington International Thurgood Marshall Airport,39.17539978,-76.66829681,146,BWI,,1021075
3768,large_airport,Portland International Airport,45.58869934,-122.5979996,31,PDX,,1015775
3926,large_airport,Tampa International Airport,27.97550011,-82.53320313,26,TPA,,1017475
3471,large_airport,Cincinnati Northern Kentucky International Airport,39.04880142,-84.6678009,896,CVG,,1029475
3711,large_airport,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,4,MSY,,1012575
3744,large_airport,Metropolitan Oakland International Airport,37.721298,-122.221001,9,OAK,http://www.oaklandairport.com/,1012475
3778,large_airport,Pittsburgh International Airport,40.49150085,-80.23290253,1203,PIT,,1021875
3386,large_airport,Austin Bergstrom International Airport,30.19449997,-97.66989899,542,AUS,http://www.ci.austin.tx.us/austinairport/,51675
3883,large_airport,Norman Y. Mineta San Jose International Airport,37.362598,-121.929001,62,SJC,http://www.flysanjose.com/,1014275
3844,large_airport,Raleigh Durham International Airport,35.87760162,-78.78749847,435,RDU,,1011675
3420,large_airport,Nashville International Airport,36.12450027,-86.67819977,599,BNA,,52075
3675,large_airport,Memphis International Airport,35.04240036,-89.97669983,341,MEM,,1014475
3863,large_airport,San Antonio International Airport,29.53370094,-98.46980286,809,SAT,,1475
3894,large_airport,John Wayne Airport-Orange County Airport,33.67570114,-117.8679962,56,SNA,http://www.ocair.com/,51150
3668,large_airport,Kansas City International Airport,39.2976,-94.713898,1026,MCI,http://www.flykci.com/,1015075
3588,large_airport,William P Hobby Airport,29.64539909,-95.27890015,46,HOU,http://www.fly2houston.com/hobbyHome,1011575
3454,large_airport,Cleveland Hopkins International Airport,41.4117012,-81.84980011,791,CLE,http://www.clevelandairport.com/,1015875
3610,large_airport,Indianapolis International Airport,39.7173,-86.294403,797,IND,http://www.indianapolisairport.com/,52075
3479,large_airport,Dallas Love Field,32.847099,-96.851799,487,DAL,http://www.dallas-lovefield.com/,1675
16091,large_airport,Albuquerque International Sunport Airport,35.040199,-106.609001,5355,ABQ,http://www.abqsunport.com/,450
3690,large_airport,General Mitchell International Airport,42.94720078,-87.89659882,723,MKE,,1575
3458,large_airport,Port Columbus International Airport,39.9980011,-82.89189911,815,CMH,,1675
3932,large_airport,Tucson International Airport,32.11610031,-110.9410019,2643,TUS,,1050
3431,large_airport,Buffalo Niagara International Airport,42.94049835,-78.73220062,728,BUF,,1475
5388,large_airport,Ted Stevens Anchorage International Airport,61.17440033,-149.9960022,152,ANC,,1475
3620,large_airport,Jacksonville International Airport,30.49410057,-81.68789673,30,JAX,,1475
3396,large_airport,Bradley International Airport,41.93889999,-72.68319702,173,BDL,http://www.bradleyairport.com/,1050
3766,large_airport,Palm Beach International Airport,26.68320084,-80.09559631,19,PBI,,1275
3512,medium_airport,El Paso International Airport,31.80719948,-106.3779984,3959,ELP,,1050
3747,large_airport,Will Rogers World Airport,35.39310074,-97.60070038,1295,OKC,,1475
5455,medium_airport,Kahului Airport,20.8986,-156.429993,54,OGG,,875
3892,large_airport,Sacramento International Airport,38.69540024,-121.5910034,27,SMF,,51475
3755,large_airport,Norfolk International Airport,36.89459991,-76.20120239,26,ORF,,1275
3853,large_airport,Reno Tahoe International Airport,39.49909973,-119.7679977,4415,RNO,,1050
3432,medium_airport,Bob Hope Airport,34.20069885,-118.3590012,778,BUR,,1050
3644,medium_airport,Long Beach /Daugherty Field/ Airport,33.81769943,-118.1520004,60,LGB,http://www.lgb.org/,1050
3795,medium_airport,Theodore Francis Green State Airport,41.73260117,-71.42040253,55,PVD,,1050
3757,medium_airport,Wittman Regional Airport,43.9844017,-88.55699921,808,OSH,http://www.wittmanairport.com/,375
3751,medium_airport,Eppley Airfield,41.30319977,-95.89409637,984,OMA,,1050
3873,large_airport,Louisville International Standiford Field,38.1744,-85.736,501,SDF,http://www.flylouisville.com,1875
3752,large_airport,Ontario International Airport,34.05599976,-117.6009979,944,ONT,,1475
3913,large_airport,Syracuse Hancock International Airport,43.11119843,-76.10630035,421,SYR,http://www.syrairport.org/,1275
3589,medium_airport,Westchester County Airport,41.06700134,-73.70760345,439,HPN,,1050
3371,medium_airport,Albany International Airport,42.74829865,-73.80169678,285,ALB,http://www.albanyairport.com/,1050
3450,large_airport,Charleston Air Force Base-International Airport,32.89860153,-80.04049683,46,CHS,,1275
3406,large_airport,Birmingham-Shuttlesworth International Airport,33.56290054,-86.75350189,650,BHM,http://www.flybirmingham.com/,1275
3847,large_airport,Richmond International Airport,37.50519943,-77.31970215,167,RIC,,1475
3855,large_airport,Greater Rochester International Airport,43.1189003,-77.67240143,559,ROC,,1475
3864,large_airport,Savannah Hilton Head International Airport,32.12760162,-81.20210266,50,SAV,,1275
3481,large_airport,James M Cox Dayton International Airport,39.90240097,-84.2193985,1009,DAY,,1675
3552,large_airport,Spokane International Airport,47.61989975,-117.5339966,2376,GEG,,1275
3421,large_airport,Boise Air Terminal/Gowen field,43.56439972,-116.2229996,2871,BOI,http://www.cityofboise.org/departments/airport/,1050
3684,large_airport,Manchester Airport,42.93259811,-71.43569946,266,MHT,,599
3858,large_airport,Southwest Florida International Airport,26.53619957,-81.75520325,30,RSW,http://www.flylcpa.com/,51150
3796,large_airport,Portland International Jetport Airport,43.64619827,-70.30930328,76,PWM,,1275
3866,medium_airport,Santa Barbara Municipal Airport,34.42620087,-119.8399963,13,SBA,,1050
3605,large_airport,Wichita Mid Continent Airport,37.64989853,-97.43309784,1333,ICT,,1575
3401,large_airport,Boeing Field King County International Airport,47.52999878,-122.302002,21,BFI,,1275
3792,medium_airport,Palm Springs International Airport,33.82970047,-116.5070038,477,PSP,http://www.palmspringsca.gov/index.aspx?page=270,875
3707,large_airport,Dane County Regional Truax Field,43.13990021,-89.33750153,887,MSN,,1475
3566,medium_airport,Gerald R. Ford International Airport,42.88079834,-85.52279663,794,GRR,,1050
3496,large_airport,Des Moines International Airport,41.5340004,-93.6631012,958,DSM,,1475
3463,large_airport,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964,6187,COS,https://flycos.coloradosprings.gov/,1275
3430,medium_airport,Burlington International Airport,44.47190094,-73.15329742,335,BTV,http://www.vermontairports.com/btv.html,1050
21321,medium_airport,North Las Vegas Airport,36.21070099,-115.1940002,2205,VGT,http://www.vgt.aero/index.html,250
3645,large_airport,Bill & Hillary Clinton National Airport/Adams Field,34.72940063,-92.22429657,262,LIT,,1675
3568,large_airport,Piedmont Triad International Airport,36.09780121,-79.93730164,925,GSO,,1475
3930,large_airport,Tulsa International Airport,36.19839859,-95.88809967,677,TUL,,1475
3705,medium_airport,Monterey Peninsula Airport,36.5870018,-121.8430023,257,MRY,,1050
5448,medium_airport,Kona International At Keahole Airport,19.73880005,-156.0460052,47,KOA,,875
21087,small_airport,Santa Monica Municipal Airport,34.01580048,-118.4509964,177,SMO,http://www.smgov.net/departments/airport/,50
3783,medium_airport,Pensacola Regional Airport,30.47340012,-87.18659973,121,PNS,http://www.flypensacola.com/,1050
3920,medium_airport,Teterboro Airport,40.85010147,-74.06079865,9,TEB,http://www.teb.com/,600
21333,medium_airport,Van Nuys Airport,34.20980072,-118.4899979,802,VNY,,250
3838,medium_airport,Rapid City Regional Airport,44.04529953,-103.0569992,3204,RAP,,1050
3938,large_airport,McGhee Tyson Airport,35.81100082,-83.9940033,981,TYS,,1275
3924,large_airport,Tallahassee Regional Airport,30.39649963,-84.35030365,81,TLH,,1275
3524,medium_airport,Fresno Yosemite International Airport,36.77619934,-119.7180023,336,FAT,,1050
3899,large_airport,Sarasota Bradenton International Airport,27.39539909,-82.55439758,30,SRQ,,1275
3522,medium_airport,Key West International Airport,24.55610085,-81.75959778,3,EYW,,875
3723,medium_airport,Lakefront Airport,30.04240036,-90.02829742,8,NEW,http://www.lakefrontairport.com/,300
3405,large_airport,Bangor International Airport,44.80739975,-68.82810211,192,BGR,,1275
3569,large_airport,Greenville Spartanburg International Airport,34.89569855,-82.21890259,964,GSP,,1275
3640,large_airport,Blue Grass Airport,38.03649902,-84.60590363,979,LEX,http://www.bluegrassairport.com/,1275
3478,large_airport,Daytona Beach International Airport,29.179899,-81.058098,34,DAB,,1050
21033,medium_airport,Santa Fe Municipal Airport,35.61709976,-106.0889969,6348,SAF,,250
3416,medium_airport,Bellingham International Airport,48.7928009,-122.538002,170,BLI,,1050
20589,small_airport,Montgomery Field,32.81570053,-117.1399994,427,MYF,http://www.sandiego.gov/airports/montgomery/index.shtml,50
3633,large_airport,Lubbock Preston Smith International Airport,33.663601,-101.822998,3282,LBB,http://www.flylia.com/,1275
19291,medium_airport,Centennial Airport,39.57009888,-104.848999,5885,APA,,250
3775,medium_airport,St Petersburg Clearwater International Airport,27.91020012,-82.68740082,11,PIE,,1050
3767,medium_airport,DeKalb Peachtree Airport,33.87559891,-84.30200195,1003,PDK,http://web.co.dekalb.ga.us/pdkairport/index.asp,400
19517,small_airport,Camarillo Airport,34.21369934,-119.0940018,77,CMA,,50
3377,large_airport,Rick Husband Amarillo International Airport,35.219398,-101.706001,3607,AMA,http://airport.amarillo.gov/,1275
19912,medium_airport,Fort Lauderdale Executive Airport,26.19729996,-80.17070007,13,FXE,http://www.fortlauderdale.gov/fxE/index.htm,250
20187,medium_airport,Kissimmee Gateway Airport,28.28980064,-81.43710327,82,ISM,http://www.kissimmee.org/index.aspx?page=111,250
19292,small_airport,Napa County Airport,38.2132,-122.280998,35,APC,http://www.napacountyairport.org/,50
21055,small_airport,Sedona Airport,34.84859848,-111.788002,4830,SEZ,http://sedonaairport.org/,50
3448,large_airport,Lovell Field,35.03530121,-85.20379639,683,CHA,,1275
3449,medium_airport,Charlottesville Albemarle Airport,38.1385994,-78.45290375,639,CHO,,1050
3672,medium_airport,Harrisburg International Airport,40.19350052,-76.76339722,310,MDT,http://www.flyhia.com/,1050
19469,small_airport,Buchanan Field,37.98970032,-122.0569992,26,CCR,,50
20384,small_airport,Livermore Municipal Airport,37.69340134,-121.8199997,400,LVK,http://www.cityoflivermore.net/citygov/pw/public_works_divisions/airport/default.asp,50
3438,large_airport,Columbia Metropolitan Airport,33.93880081,-81.11949921,236,CAE,,1475
5449,medium_airport,Lihue Airport,21.97599983,-159.3390045,153,LIH,,875
19552,medium_airport,Mc Clellan-Palomar Airport,33.12829971,-117.2799988,331,CRQ,,250
21045,small_airport,Scottsdale Airport,33.6228981,-111.9110031,1510,SDL,http://www.scottsdaleaz.gov/airport/,50
3408,large_airport,Billings Logan International Airport,45.80770111,-108.5429993,3652,BIL,,1275
3594,large_airport,Huntsville International Carl T Jones Field,34.6371994,-86.77510071,629,HSV,http://www.flyhuntsville.com/portal/#.VbaG-_lVhBc,1675
3439,medium_airport,Akron Canton Regional Airport,40.91609955,-81.44219971,1228,CAK,,1050
3869,medium_airport,San Luis County Regional Airport,35.23680115,-120.6419983,212,SBP,http://www.sloairport.com/,1050
3861,medium_airport,Sacramento Executive Airport,38.51250076,-121.4929962,24,SAC,http://www.sacramento.aero/sac/,400
20805,small_airport,Palo Alto Airport of Santa Clara County,37.46110153,-122.1149979,4,PAO,http://www.countyairports.org/pao.html,50
21384,small_airport,Watsonville Municipal Airport,36.93569946,-121.7900009,163,WVI,,50
3451,large_airport,The Eastern Iowa Airport,41.88470078,-91.71080017,869,CID,,1275
3562,large_airport,Austin Straubel International Airport,44.48509979,-88.12960052,695,GRB,,1275
3517,medium_airport,Mahlon Sweet Field,44.12459946,-123.211998,374,EUG,,1050
3398,medium_airport,Laurence G Hanscom Field,42.47000122,-71.28900146,133,BED,http://www.massport.com/hansc/,750
21114,medium_airport,Charles M. Schulz Sonoma County Airport,38.50899887,-122.8130035,128,STS,http://www.sonomacountyairport.org/,250
3789,medium_airport,Ernest A. Love Field,34.65449905,-112.4199982,5045,PRC,,1050
3388,medium_airport,Wilkes Barre Scranton International Airport,41.33850098,-75.7233963,962,AVP,http://www.flyavp.com/,1050
5457,medium_airport,Hilo International Airport,19.72139931,-155.0480042,38,ITO,,875
20765,small_airport,Orlando Executive Airport,28.5454998,-81.332901,113,ORL,,50
21105,small_airport,San Carlos Airport,37.51190186,-122.25,5,SQL,http://publicworks.smcgov.org/san-carlos-airport,50
3387,large_airport,Asheville Regional Airport,35.43619919,-82.54180145,2165,AVL,,1275
3876,large_airport,Orlando Sanford International Airport,28.77759933,-81.23750305,55,SFB,,1275
3616,medium_airport,Long Island Mac Arthur Airport,40.79520035,-73.10019684,99,ISP,,1050
5360,large_airport,Fairbanks International Airport,64.81510162,-147.8560028,439,FAI,,875
3879,large_airport,Springfield Branson National Airport,37.24570084,-93.38860321,1268,SGF,,1275
3788,medium_airport,Paso Robles Municipal Airport,35.67290115,-120.6269989,840,PRB,http://www.prcity.com/government/departments/publicworks/airport/,250
20068,small_airport,Henderson Executive Airport,35.97280121,-115.1340027,2492,HND,http://www.hnd.aero/,50
3559,medium_airport,Gainesville Regional Airport,29.69009972,-82.27179718,152,GNV,,1050
3618,medium_airport,Jackson Hole Airport,43.6072998,-110.737999,6451,JAC,,1050
3911,medium_airport,Stewart International Airport,41.5041008,-74.10479736,491,SWF,,1050
19293,medium_airport,Naples Municipal Airport,26.15259933,-81.77529907,8,APF,,250
3700,large_airport,Mobile Regional Airport,30.69120026,-88.24279785,219,MOB,http://www.mobairport.com/,1275
3530,medium_airport,Flagstaff Pulliam Airport,35.13850021,-111.6709976,7014,FLG,,1050
3628,medium_airport,Lakeland Linder Regional Airport,27.98889923,-82.01860046,142,LAL,,300
20757,medium_airport,Opa-locka Executive Airport,25.90699959,-80.27839661,8,OPF,http://www.miami-airport.com/html/opalocka.html,250
3868,large_airport,South Bend Regional Airport,41.70869827,-86.31729889,799,SBN,,1275
3551,medium_airport,Grand Canyon National Park Airport,35.95240021,-112.1470032,6609,GCN,http://www.azdot.gov/aviation/airports/airports_list.asp?FAA=GCN,1050
19672,small_airport,Phoenix Deer Valley Airport,33.68830109,-112.0830002,1478,DVT,http://deervalleyairport.com/,50
3717,medium_airport,Myrtle Beach International Airport,33.67969894,-78.92829895,25,MYR,,1275
3356,medium_airport,Lehigh Valley International Airport,40.65209961,-75.44080353,393,ABE,,1050
3763,medium_airport,Snohomish County (Paine Field) Airport,47.90629959,-122.2819977,606,PAE,,475
3794,small_airport,Pueblo Memorial Airport,38.28910065,-104.4970016,4726,PUB,,450
19331,small_airport,Catalina Airport,33.4049,-118.416,1602,AVX,http://www.catalinaconservancy.org/index.php?s=visit&p=pilot_information,50
20296,small_airport,Big Bear City Airport,34.26380157,-116.8560028,6752,L35,http://www.bigbearcityairport.com/,50
19237,small_airport,Addison Airport,32.96860123,-96.83640289,644,ADS,,50
20578,small_airport,Martha's Vineyard Airport,41.39310074,-70.61430359,67,MVY,,50
21061,medium_airport,Northeast Florida Regional Airport,29.9592,-81.339798,10,SGJ,http://www.flynf.com/,50
3857,large_airport,Rochester International Airport,43.90829849,-92.5,1317,RST,,1275
3402,medium_airport,Meadows Field,35.43360138,-119.0569992,510,BFL,,475
21047,small_airport,Gillespie Field,32.82619858,-116.9720001,388,SEE,http://GillespieField.com/,50
3571,medium_airport,Great Falls International Airport,47.48199844,-111.3710022,3680,GTF,,1050
3360,medium_airport,Nantucket Memorial Airport,41.25310135,-70.06020355,47,ACK,,1050
3609,medium_airport,Wilmington International Airport,34.27059937,-77.90260315,32,ILM,,1050
3961,medium_airport,Yuma MCAS/Yuma International Airport,32.65660095,-114.6060028,213,NYL,,1050
3934,medium_airport,Lake Tahoe Airport,38.89390182,-119.9950027,6264,TVL,,375
3950,medium_airport,Vero Beach Municipal Airport,27.65559959,-80.41790009,24,VRB,http://verobeachairport.org/,275
19868,small_airport,Friday Harbor Airport,48.52199936,-123.0240021,113,FHR,http://www.portfridayharbor.org/?page_id=49,50
19905,small_airport,Fullerton Municipal Airport,33.87200165,-117.9800034,96,FUL,http://www.cityoffullerton.com/depts/airport/,50
19829,small_airport,French Valley Airport,33.57419968,-117.1279984,1350,F70,http://www.rcfva.com/,50
21314,small_airport,Nut Tree Airport,38.37680054,-121.961998,117,VCB,,50
3467,large_airport,Yeager Airport,38.37310028,-81.59320068,981,CRW,,1275
3547,large_airport,Fort Wayne International Airport,40.97850037,-85.19509888,814,FWA,https://fwairport.com/,1275
3523,medium_airport,Hector International Airport,46.92070007,-96.81580353,902,FAR,http://www.fargoairport.com/,1050
3679,medium_airport,Rogue Valley International Medford Airport,42.37419891,-122.8730011,1335,MFR,,1050
3841,medium_airport,Redding Municipal Airport,40.50899887,-122.2929993,505,RDD,,1050
3659,medium_airport,Cincinnati Municipal Airport Lunken Field,39.10329819,-84.41860199,483,LUK,,475
20160,small_airport,Laughlin Bullhead International Airport,35.15739822,-114.5599976,701,IFP,,450
19308,medium_airport,Aspen-Pitkin Co/Sardy Field,39.22320175,-106.8690033,7820,ASE,http://aspenairport.com/,250
20054,medium_airport,Portland Hillsboro Airport,45.540401,-122.949997,208,HIO,http://www.flypdx.com/Airports/Hillsboro/,250
20928,small_airport,Reid-Hillview Airport of Santa Clara County,37.332901,-121.8190002,135,RHV,http://www.countyairports.org/rhv.html,50
3561,large_airport,Gulfport Biloxi International Airport,30.40730095,-89.07009888,28,GPT,,1275
3647,medium_airport,Lincoln Airport,40.85100174,-96.75920105,1219,LNK,http://www.lincolnairport.com/,1050
3539,medium_airport,Republic Airport,40.72880173,-73.41339874,82,FRG,http://www.republicairport.net/,300
3576,medium_airport,Hartford Brainard Airport,41.73669815,-72.6493988,18,HFD,,250
21065,medium_airport,St George Municipal Airport,37.036389,-113.510306,2941,SGU,http://www.sgcity.org/departments/publicworks/airport/,250
20679,small_airport,Columbia Airport,38.03039932,-120.4150009,2118,O22,http://www.tuolumnecounty.ca.gov/index.aspx?NID=372,50
20101,small_airport,Hayward Executive Airport,37.65919876,-122.1220016,52,HWD,http://www.hayward-ca.gov/CITY-GOVERNMENT/DEPARTMENTS/PUBLIC-WORKS-ET/HEA/,50
19866,small_airport,Falcon Field,33.46080017,-111.7279968,1394,FFZ,http://www.falconfieldairport.com/,50
21209,small_airport,Zamperini Field,33.80339813,-118.3399963,103,TOA,http://www.torranceca.gov/487.htm,50
3429,large_airport,"Baton Rouge Metropolitan, Ryan Field",30.53319931,-91.14959717,70,BTR,,1275
3619,large_airport,Jackson-Medgar Wiley Evers International Airport,32.31119919,-90.07589722,346,JAN,,1275
3695,large_airport,Quad City International Airport,41.44850159,-90.50749969,590,MLI,,1275
3854,large_airport,Roanoke–Blacksburg Regional Airport,37.3255,-79.975403,1175,ROA,http://www.roanokeairport.com/,1275
3925,large_airport,Toledo Express Airport,41.58679962,-83.80780029,683,TOL,,1275
3893,medium_airport,Santa Maria Pub/Capt G Allan Hancock Field,34.89889908,-120.4570007,261,SMX,,1050
3541,medium_airport,Joe Foss Field Airport,43.58200073,-96.74189758,1429,FSD,http://www.sfairport.com/,1050
3545,large_airport,Fort Worth Meacham International Airport,32.819801,-97.362396,710,FTW,http://meacham.com/,850
3560,medium_airport,Groton New London Airport,41.33010101,-72.04509735,9,GON,,475
3617,medium_airport,Phoenix-Mesa-Gateway Airport,33.30780029,-111.6549988,1382,IWA,http://www.flywga.org/,400
3414,medium_airport,Burke Lakefront Airport,41.51750183,-81.6832962,583,BKL,http://www.clevelandairport.com/site/470/default.aspx,375
21220,medium_airport,Truckee Tahoe Airport,39.31999969,-120.1399994,5900,TRK,,250
20702,small_airport,Petaluma Municipal Airport,38.25780106,-122.6060028,90,O69,,50
21181,small_airport,Tracy Municipal Airport,37.68899918,-121.4420013,193,TCY,,50
3397,medium_airport,Igor I Sikorsky Memorial Airport,41.16350174,-73.12619781,9,BDR,,1050
3459,medium_airport,University of Illinois Willard Airport,40.03919983,-88.27809906,755,CMI,,1050
3476,medium_airport,Cheyenne Regional Jerry Olson Field,41.15570068,-104.8119965,6159,CYS,,1050
3535,medium_airport,Bishop International Airport,42.9654007,-83.74359894,782,FNT,,1050
3708,medium_airport,Missoula International Airport,46.91630173,-114.0910034,3206,MSO,,1050
20564,medium_airport,The Florida Keys Marathon Airport,24.72610092,-81.05139923,5,MTH,http://marathonga.com/,250
20785,medium_airport,Oxnard Airport,34.20080185,-119.2070007,45,OXR,,250
3874,medium_airport,Brown Field Municipal Airport,32.57229996,-116.9800034,526,SDM,http://www.sandiego.gov/airports/brown/,250
10699,small_airport,Harris Ranch Airport,36.2480011,-120.237999,470,3O8,,50
20023,small_airport,Half Moon Bay Airport,37.51340103,-122.5009995,66,HAF,,50
19670,small_airport,Marin County Airport - Gnoss Field,38.14360046,-122.5559998,2,DVO,http://www.marincounty.org/depts/pw/divisions/airport,50
3466,large_airport,Corpus Christi International Airport,27.77039909,-97.50119781,44,CRP,,1375
3770,large_airport,Newport News Williamsburg International Airport,37.13190079,-76.49299622,42,PHF,,1275
3557,medium_airport,Grand Junction Regional Airport,39.12239838,-108.5270004,4858,GJT,http://www.gjairport.com/,1050
3629,medium_airport,Capital City Airport,42.77870178,-84.58740234,861,LAN,,1050
3693,medium_airport,Melbourne International Airport,28.10280037,-80.64530182,33,MLB,,1050
3663,medium_airport,Midland International Airport,31.94249916,-102.2020035,2871,MAF,,1050
19388,medium_airport,Blythe Airport,33.61920166,-114.7170029,399,BLH,,250
3839,medium_airport,Red Bluff Municipal Airport,40.15069962,-122.2519989,352,RBL,,250
19525,small_airport,Chino Airport,33.97470093,-117.637001,650,CNO,http://cms.sbcounty.gov/airports/Airports/Chino.aspx,50
19673,small_airport,David Wayne Hooks Memorial Airport,30.0618,-95.55280304,152,DWH,http://www.hooksairport.com/,50
3491,large_airport,Duluth International Airport,46.84209824,-92.19360352,1428,DLH,http://www.duluthairport.com/,1275
3409,medium_airport,Bismarck Municipal Airport,46.77270126,-100.7460022,1661,BIS,http://bismarckairport.com/,1050
3600,medium_airport,Barnstable Municipal Boardman Polando Field,41.66930008,-70.28040314,54,HYA,,1050
3390,medium_airport,Kalamazoo Battle Creek International Airport,42.23490143,-85.55210114,874,AZO,,1050
3689,medium_airport,Charles B. Wheeler Downtown Airport,39.12319946,-94.59279633,759,MKC,,675
3786,medium_airport,Dutchess County Airport,41.62659836,-73.88420105,165,POU,,475
3411,medium_airport,Rocky Mountain Metropolitan Airport,39.90879822,-105.1169968,5673,BJC,,400
3746,medium_airport,Ogden Hinckley Airport,41.19589996,-112.012001,4473,OGD,http://flyogden.com/,400
3872,medium_airport,Stockton Metropolitan Airport,37.89419937,-121.237999,33,SCK,http://www.sjgov.org/airport/,400
3837,medium_airport,Riverside Municipal Airport,33.95190048,-117.4449997,819,RAL,http://www.riversideca.gov/airport/,300
21222,medium_airport,Jacqueline Cochran Regional Airport,33.62670135,-116.1600037,-115,TRM,http://www.rcjcra.com/,250
19491,small_airport,Casa Grande Municipal Airport,32.954899,-111.766998,1464,CGZ,http://www.casagrandeaz.gov/web/guest/airport,50
20910,small_airport,Dallas Executive Airport,32.68090057,-96.86820221,660,RBD,http://www.dallasexecairport.com/,50
20053,small_airport,Lake Havasu City Airport,34.571098,-114.358002,783,HII,,50
3773,large_airport,General Wayne A. Downing Peoria International Airport,40.66419983,-89.69329834,660,PIA,,1475
3928,large_airport,Tri-Cities Regional TN/VA Airport,36.475201,-82.407401,1519,TRI,,1275
3455,medium_airport,Easterwood Field,30.58860016,-96.36380005,320,CLL,,1050
3654,medium_airport,La Crosse Municipal Airport,43.879002,-91.256699,655,LSE,http://www.lseairport.com/,1050
3791,medium_airport,Portsmouth International at Pease Airport,43.07789993,-70.82330322,100,PSM,,1050
3929,medium_airport,Trenton Mercer Airport,40.27669907,-74.81349945,213,TTN,,1050
3505,medium_airport,Eagle County Regional Airport,39.64260101,-106.9179993,6548,EGE,http://www.eaglecounty.us/airport/,975
3701,medium_airport,Modesto City Co-Harry Sham Field,37.62580109,-120.9540024,97,MOD,,975
3546,medium_airport,Fulton County Airport Brown Field,33.77909851,-84.52140045,841,FTY,http://www.fultoncountyga.gov/component/content/article/223-general-services/2098-fulton-county-airport-brown-field,400
3504,medium_airport,Dillant Hopkins Airport,42.89839935,-72.27079773,488,EEN,,250
20821,medium_airport,Page Municipal Airport,36.92610168,-111.447998,4316,PGA,,250
19324,small_airport,Auburn Municipal Airport,38.95479965,-121.0820007,1539,AUN,,50
