,PASSENGERS,Passenger Miles,CARRIER_NAME-ORIGIN_CITY_NAME-DEST_CITY_NAME
620,237935,106832815,"American Airlines Inc.-Charlotte, NC-Philadelphia, PA Total Total"
621,237877,53284448,"Horizon Air-Spokane, WA-Seattle, WA Total Total"
622,237861,173162808,"US Airways Inc.-Charlotte, NC-Boston, MA Total Total"
623,237835,129857910,"Southwest Airlines Co.-Dallas, TX-St. Louis, MO Total Total"
624,237778,823900770,"United Air Lines Inc.-London, United Kingdom-Newark, NJ Total Total"
625,237772,143852060,"Alaska Airlines Inc.-Seattle, WA-Sacramento, CA Total Total"
626,237573,107620569,"Delta Air Lines Inc.-Atlanta, GA-Little Rock, AR Total Total"
627,237047,159250776,"Southwest Airlines Co.-Oakland, CA-Seattle, WA Total Total"
628,236633,232610239,"Delta Air Lines Inc.-Detroit, MI-Tampa, FL Total Total"
629,236122,814857022,"American Airlines Inc.-New York, NY-London, United Kingdom Total Total"
630,236022,1535087088,"Air New Zealand-Auckland, New Zealand-Los Angeles, CA Total Total"
631,235823,128759358,"Southwest Airlines Co.-St. Louis, MO-Dallas, TX Total Total"
632,235614,291454518,"JetBlue Airways-Fort Lauderdale, FL-Boston, MA Total Total"
633,235360,468366400,"Delta Air Lines Inc.-New York, NY-Salt Lake City, UT Total Total"
634,235334,582446790,"Virgin America-Los Angeles, CA-New York, NY Total Total"
635,235333,232038338,"American Airlines Inc.-Detroit, MI-Dallas/Fort Worth, TX Total Total"
636,235214,1333663380,"Compagnie Natl Air France-Los Angeles, CA-Paris, France Total Total"
637,235097,231100351,"Delta Air Lines Inc.-Tampa, FL-Detroit, MI Total Total"
638,234822,200303166,"Southwest Airlines Co.-San Diego, CA-Denver, CO Total Total"
639,234814,231526604,"American Airlines Inc.-Dallas/Fort Worth, TX-Detroit, MI Total Total"
640,234767,91559130,"Southwest Airlines Co.-Ontario, CA-Sacramento, CA Total Total"
641,234750,1031726250,"Compagnie Natl Air France-Atlanta, GA-Paris, France Total Total"
642,234644,466941560,"Delta Air Lines Inc.-Salt Lake City, UT-New York, NY Total Total"
643,234305,92550475,"Southwest Airlines Co.-Chicago, IL-Nashville, TN Total Total"
644,234268,93472932,"American Airlines Inc.-Washington, DC-Boston, MA Total Total"
645,233856,974244096,"Delta Air Lines Inc.-Amsterdam, Netherlands-Minneapolis, MN Total Total"
646,233815,578688375,"Virgin America-New York, NY-Los Angeles, CA Total Total"
647,233711,201225171,"US Airways Inc.-Philadelphia, PA-Orlando, FL Total Total"
648,233684,201201924,"American Airlines Inc.-Philadelphia, PA-Orlando, FL Total Total"
649,233479,1518547416,"Air New Zealand-Los Angeles, CA-Auckland, New Zealand Total Total"
650,233435,644747470,"Hawaiian Airlines Inc.-Las Vegas, NV-Honolulu, HI Total Total"
651,233095,156595299,"Southwest Airlines Co.-Seattle, WA-Oakland, CA Total Total"
652,232855,155547140,"Southwest Airlines Co.-Chicago, IL-Philadelphia, PA Total Total"
653,232688,145662688,"Delta Air Lines Inc.-Salt Lake City, UT-San Diego, CA Total Total"
654,232560,287676720,"JetBlue Airways-Boston, MA-Fort Lauderdale, FL Total Total"
655,232343,1392896285,"Korean Air Lines Co. Ltd.-Seoul, South Korea-Los Angeles, CA Total Total"
656,232069,145739332,"Frontier Airlines Inc.-Las Vegas, NV-Denver, CO Total Total"
657,231908,122679332,"American Airlines Inc.-Newark, NJ-Charlotte, NC Total Total"
658,231886,104116814,"American Airlines Inc.-Philadelphia, PA-Charlotte, NC Total Total"
659,231804,204682932,"Southwest Airlines Co.-Denver, CO-Houston, TX Total Total"
660,231775,1025604375,"British Airways Plc-Miami, FL-London, United Kingdom Total Total"
661,231466,131704154,"American Airlines Inc.-Albuquerque, NM-Dallas/Fort Worth, TX Total Total"
662,231202,342410162,"Delta Air Lines Inc.-Detroit, MI-Salt Lake City, UT Total Total"
663,231133,1240490811,"British Airways Plc-London, United Kingdom-San Francisco, CA Total Total"
664,231036,93800616,"Southwest Airlines Co.-Atlanta, GA-Tampa, FL Total Total"
665,230983,198876363,"American Airlines Inc.-Orlando, FL-Philadelphia, PA Total Total"
666,230971,122183659,"American Airlines Inc.-Charlotte, NC-Newark, NJ Total Total"
667,230881,92121519,"US Airways Inc.-Boston, MA-Washington, DC Total Total"
668,229875,153556500,"Southwest Airlines Co.-Philadelphia, PA-Chicago, IL Total Total"
669,229764,91675836,"US Airways Inc.-Washington, DC-Boston, MA Total Total"
670,229629,180718023,"United Air Lines Inc.-Tampa, FL-Houston, TX Total Total"
671,229617,215151129,"JetBlue Airways-Newark, NJ-Orlando, FL Total Total"
672,229323,264180096,"Compania Panamena (Copa)-Miami, FL-Panama City, Panama Total Total"
673,229230,1007465850,"Compagnie Natl Air France-Paris, France-Atlanta, GA Total Total"
674,228746,1227679782,"British Airways Plc-San Francisco, CA-London, United Kingdom Total Total"
675,228631,234118144,"Alaska Airlines Inc.-Denver, CO-Seattle, WA Total Total"
676,228379,220556466,"United Air Lines Inc.-Fort Lauderdale, FL-Houston, TX Total Total"
677,227994,142724244,"Delta Air Lines Inc.-San Diego, CA-Salt Lake City, UT Total Total"
678,227702,213356774,"JetBlue Airways-Orlando, FL-Newark, NJ Total Total"
679,227656,219859258,"United Air Lines Inc.-Houston, TX-Fort Lauderdale, FL Total Total"
680,227635,1007284875,"British Airways Plc-London, United Kingdom-Miami, FL Total Total"
681,227494,513908946,"Air Canada-San Francisco, CA-Toronto, Canada Total Total"
682,227178,226496466,"Southwest Airlines Co.-Tampa, FL-Chicago, IL Total Total"
683,227054,478175724,"Southwest Airlines Co.-Baltimore, MD-Las Vegas, NV Total Total"
684,226621,82943286,"Delta Air Lines Inc.-Daytona Beach, FL-Atlanta, GA Total Total"
685,226302,164747856,"US Airways Inc.-Boston, MA-Charlotte, NC Total Total"
686,226174,342427436,"American Airlines Inc.-Las Vegas, NV-Chicago, IL Total Total"
687,226025,361187950,"Delta Air Lines Inc.-New York, NY-San Juan, PR Total Total"
688,226015,510567885,"Air Canada-Toronto, Canada-San Francisco, CA Total Total"
689,225981,75479364,"United Air Lines Inc.-Minneapolis, MN-Chicago, IL Total Total"
690,225810,236197260,"JetBlue Airways-San Juan, PR-Fort Lauderdale, FL Total Total"
691,225733,124153150,"United Air Lines Inc.-Portland, OR-San Francisco, CA Total Total"
692,225677,80792366,"Southwest Airlines Co.-Burbank, CA-Sacramento, CA Total Total"
693,225486,230897664,"Alaska Airlines Inc.-Seattle, WA-Denver, CO Total Total"
694,225271,146651421,"Southwest Airlines Co.-Dallas, TX-Denver, CO Total Total"
695,225194,340943716,"American Airlines Inc.-Chicago, IL-Las Vegas, NV Total Total"
696,225137,70969024,"United Air Lines Inc.-Cleveland, OH-Chicago, IL Total Total"
697,225071,128065399,"American Airlines Inc.-Dallas/Fort Worth, TX-Albuquerque, NM Total Total"
698,224722,386746562,"American Airlines Inc.-Chicago, IL-Seattle, WA Total Total"
699,224642,91204652,"Southwest Airlines Co.-Tampa, FL-Atlanta, GA Total Total"
700,224488,386344616,"United Air Lines Inc.-Seattle, WA-Chicago, IL Total Total"
701,224395,225516975,"American Airlines Inc.-Orlando, FL-Chicago, IL Total Total"
702,224368,225489840,"American Airlines Inc.-Chicago, IL-Orlando, FL Total Total"
703,224368,24456112,"SkyWest Airlines Inc.-San Diego, CA-Los Angeles, CA Total Total"
704,224261,82079526,"Delta Air Lines Inc.-Atlanta, GA-Daytona Beach, FL Total Total"
705,224260,129398020,"Southwest Airlines Co.-Baltimore, MD-Atlanta, GA Total Total"
706,224048,72815600,"Southwest Airlines Co.-Phoenix, AZ-Ontario, CA Total Total"
707,224011,80195938,"Southwest Airlines Co.-Sacramento, CA-Burbank, CA Total Total"
708,223976,238982392,"Southwest Airlines Co.-Dallas, TX-Las Vegas, NV Total Total"
709,223941,572393196,"American Airlines Inc.-Honolulu, HI-Los Angeles, CA Total Total"
710,223930,113532510,"US Airways Inc.-Tampa, FL-Charlotte, NC Total Total"
711,223876,123131800,"United Air Lines Inc.-San Francisco, CA-Portland, OR Total Total"
712,223869,257897088,"Compania Panamena (Copa)-Panama City, Panama-Miami, FL Total Total"
713,223638,145588338,"Southwest Airlines Co.-Denver, CO-Dallas, TX Total Total"
714,223414,128909878,"Southwest Airlines Co.-Atlanta, GA-Baltimore, MD Total Total"
715,223076,330375556,"Delta Air Lines Inc.-Salt Lake City, UT-Detroit, MI Total Total"
716,222897,615641514,"Hawaiian Airlines Inc.-Honolulu, HI-Las Vegas, NV Total Total"
717,222362,926360092,"Delta Air Lines Inc.-Minneapolis, MN-Amsterdam, Netherlands Total Total"
718,222325,355275350,"Delta Air Lines Inc.-San Juan, PR-New York, NY Total Total"
719,222076,41528212,"JetBlue Airways-Boston, MA-New York, NY Total Total"
720,222033,65943801,"Delta Air Lines Inc.-Milwaukee, WI-Minneapolis, MN Total Total"
721,221941,236811047,"Southwest Airlines Co.-Las Vegas, NV-Dallas, TX Total Total"
722,221936,467397216,"Southwest Airlines Co.-Las Vegas, NV-Baltimore, MD Total Total"
723,221805,1386503055,"Air China-Los Angeles, CA-Beijing, China Total Total"
724,221647,112375029,"American Airlines Inc.-Tampa, FL-Charlotte, NC Total Total"
725,221516,566194896,"American Airlines Inc.-Los Angeles, CA-Honolulu, HI Total Total"
726,221033,173952971,"United Air Lines Inc.-Houston, TX-Tampa, FL Total Total"
727,220719,314745294,"Delta Air Lines Inc.-Minneapolis, MN-Portland, OR Total Total"
728,220531,56235405,"Southwest Airlines Co.-Baltimore, MD-Raleigh/Durham, NC Total Total"
729,220204,33691212,"Delta Air Lines Inc.-Greer, SC-Atlanta, GA Total Total"
730,219972,111525804,"American Airlines Inc.-Charlotte, NC-Tampa, FL Total Total"
731,219890,1248439728,"El Al Israel Airlines Ltd.-New York, NY-Tel Aviv, Israel Total Total"
732,219640,41072680,"JetBlue Airways-New York, NY-Boston, MA Total Total"
733,219421,81624612,"Southwest Airlines Co.-Santa Ana, CA-San Francisco, CA Total Total"
734,219264,377353344,"American Airlines Inc.-Seattle, WA-Chicago, IL Total Total"
735,218812,1039357000,"American Airlines Inc.-Dallas/Fort Worth, TX-London, United Kingdom Total Total"
736,218602,1366481102,"Air China-Beijing, China-Los Angeles, CA Total Total"
737,218023,228052058,"JetBlue Airways-Fort Lauderdale, FL-San Juan, PR Total Total"
738,218021,33357213,"Delta Air Lines Inc.-Atlanta, GA-Greer, SC Total Total"
739,217770,310540020,"Delta Air Lines Inc.-Portland, OR-Minneapolis, MN Total Total"
740,217310,55414050,"Southwest Airlines Co.-Raleigh/Durham, NC-Baltimore, MD Total Total"
741,217126,79902368,"Southwest Airlines Co.-Las Vegas, NV-Salt Lake City, UT Total Total"
742,216814,216163558,"Southwest Airlines Co.-Chicago, IL-Tampa, FL Total Total"
743,216484,190289436,"Southwest Airlines Co.-Dallas, TX-Phoenix, AZ Total Total"
744,216353,97142497,"US Airways Inc.-Charlotte, NC-Philadelphia, PA Total Total"
745,216118,109571826,"US Airways Inc.-Charlotte, NC-Tampa, FL Total Total"
746,216032,80363904,"Southwest Airlines Co.-San Francisco, CA-Santa Ana, CA Total Total"
747,215936,522996874,"Delta Air Lines Inc.-Seattle, WA-New York, NY Total Total"
748,215816,66255512,"Southwest Airlines Co.-Cleveland, OH-Chicago, IL Total Total"
749,215746,64076562,"Delta Air Lines Inc.-Minneapolis, MN-Milwaukee, WI Total Total"
750,215697,533846025,"United Air Lines Inc.-Los Angeles, CA-New York, NY Total Total"
751,215677,281027131,"United Air Lines Inc.-San Diego, CA-Houston, TX Total Total"
752,215651,114941983,"Southwest Airlines Co.-Denver, CO-Kansas City, MO Total Total"
753,215502,205589168,"Delta Air Lines Inc.-Los Angeles, CA-Seattle, WA Total Total"
754,215134,71857426,"United Air Lines Inc.-Chicago, IL-Minneapolis, MN Total Total"
755,214644,23396196,"SkyWest Airlines Inc.-Los Angeles, CA-San Diego, CA Total Total"
756,214492,530862234,"United Air Lines Inc.-New York, NY-Los Angeles, CA Total Total"
757,214430,369033893,"United Air Lines Inc.-Chicago, IL-Seattle, WA Total Total"
758,214347,826522032,"Lufthansa German Airlines-Frankfurt, Germany-New York, NY Total Total"
759,214314,108657198,"Southwest Airlines Co.-Salt Lake City, UT-Phoenix, AZ Total Total"
760,214001,162212758,"United Air Lines Inc.-Orlando, FL-Washington, DC Total Total"
761,213989,1214938381,"El Al Israel Airlines Ltd.-Tel Aviv, Israel-New York, NY Total Total"
762,213602,218728746,"United Air Lines Inc.-Denver, CO-Seattle, WA Total Total"
763,213133,927767949,"Virgin Atlantic Airways-London, United Kingdom-Orlando, FL Total Total"
764,212919,187155801,"Southwest Airlines Co.-Phoenix, AZ-Dallas, TX Total Total"
765,212855,113451715,"Southwest Airlines Co.-Kansas City, MO-Denver, CO Total Total"
766,212803,59797643,"Southwest Airlines Co.-Buffalo, NY-Baltimore, MD Total Total"
767,212691,14251090,"SkyWest Airlines Inc.-Milwaukee, WI-Chicago, IL Total Total"
768,212535,225499635,"American Airlines Inc.-Raleigh/Durham, NC-Dallas/Fort Worth, TX Total Total"
769,212489,224175895,"Air Canada rouge LP-Toronto, Canada-Orlando, FL Total Total"
770,212394,69665232,"Southwest Airlines Co.-Albuquerque, NM-Phoenix, AZ Total Total"
771,212346,61367994,"Southwest Airlines Co.-Baltimore, MD-Albany, NY Total Total"
772,212020,1455941340,"Etihad Airways-Abu Dhabi, United Arab Emirates-New York, NY Total Total"
773,211991,78012688,"Southwest Airlines Co.-Salt Lake City, UT-Las Vegas, NV Total Total"
774,211985,460431420,"Delta Air Lines Inc.-Portland, OR-Atlanta, GA Total Total"
775,211885,112087165,"US Airways Inc.-Newark, NJ-Charlotte, NC Total Total"
776,211871,47882846,"American Airlines Inc.-Atlanta, GA-Charlotte, NC Total Total"
777,211322,136514012,"Southwest Airlines Co.-Phoenix, AZ-Oakland, CA Total Total"
778,211321,68679325,"Southwest Airlines Co.-Ontario, CA-Phoenix, AZ Total Total"
779,211218,116169900,"Alaska Airlines Inc.-Portland, OR-San Francisco, CA Total Total"
780,211164,114662052,"Southwest Airlines Co.-Oakland, CA-Portland, OR Total Total"
781,211133,107044431,"Southwest Airlines Co.-Phoenix, AZ-Salt Lake City, UT Total Total"
782,210868,60940852,"Southwest Airlines Co.-Albany, NY-Baltimore, MD Total Total"
783,210822,201124188,"Delta Air Lines Inc.-Seattle, WA-Los Angeles, CA Total Total"
784,210721,510366262,"Delta Air Lines Inc.-New York, NY-Seattle, WA Total Total"
785,210699,136111554,"Southwest Airlines Co.-Oakland, CA-Phoenix, AZ Total Total"
786,210674,544781915,"Virgin America-San Francisco, CA-New York, NY Total Total"
787,210589,159626462,"United Air Lines Inc.-Washington, DC-Orlando, FL Total Total"
788,210576,457792224,"American Airlines Inc.-Las Vegas, NV-Miami, FL Total Total"
789,210421,69018088,"Southwest Airlines Co.-Phoenix, AZ-Albuquerque, NM Total Total"
790,210302,456775944,"Delta Air Lines Inc.-Atlanta, GA-Portland, OR Total Total"
791,210285,146358360,"Southwest Airlines Co.-Atlanta, GA-Houston, TX Total Total"
792,210201,64321506,"Delta Air Lines Inc.-Greensboro/High Point, NC-Atlanta, GA Total Total"
793,210158,196497730,"American Airlines Inc.-Dallas/Fort Worth, TX-Mexico City, Mexico Total Total"
794,210090,114078870,"Southwest Airlines Co.-Portland, OR-Oakland, CA Total Total"
795,210024,111102696,"US Airways Inc.-Charlotte, NC-Newark, NJ Total Total"
796,209997,142377966,"United Air Lines Inc.-Philadelphia, PA-Chicago, IL Total Total"
797,209955,121983855,"Southwest Airlines Co.-Atlanta, GA-Fort Lauderdale, FL Total Total"
798,209562,249169218,"Southwest Airlines Co.-San Juan, PR-Orlando, FL Total Total"
799,209535,541825919,"Virgin America-New York, NY-San Francisco, CA Total Total"
800,209422,895907316,"Compagnia Aerea Italiana-Rome, Italy-New York, NY Total Total"
801,209206,115063300,"Alaska Airlines Inc.-San Francisco, CA-Portland, OR Total Total"
802,209116,210998044,"United Air Lines Inc.-Houston, TX-Phoenix, AZ Total Total"
803,209061,88432803,"Southwest Airlines Co.-Chicago, IL-Omaha, NE Total Total"
804,209056,290587840,"Southwest Airlines Co.-Houston, TX-Los Angeles, CA Total Total"
805,208939,46802336,"Alaska Airlines Inc.-Spokane, WA-Seattle, WA Total Total"
806,208686,226424310,"United Air Lines Inc.-Newark, NJ-Miami, FL Total Total"
807,208371,152737063,"Shuttle America Corp.-New York, NY-Chicago, IL Total Total"
808,208167,141137226,"United Air Lines Inc.-Chicago, IL-Philadelphia, PA Total Total"
809,208081,84183419,"Delta Air Lines Inc.-Detroit, MI-Washington, DC Total Total"
810,208016,209888144,"United Air Lines Inc.-Phoenix, AZ-Houston, TX Total Total"
811,207995,158492190,"Southwest Airlines Co.-New York, NY-Atlanta, GA Total Total"
812,207961,144740856,"Southwest Airlines Co.-Houston, TX-Atlanta, GA Total Total"
813,207889,215030673,"Delta Air Lines Inc.-West Palm Beach/Palm Beach, FL-New York, NY Total Total"
814,207740,58790420,"Southwest Airlines Co.-Columbus, OH-Chicago, IL Total Total"
815,207718,220388798,"American Airlines Inc.-Dallas/Fort Worth, TX-Raleigh/Durham, NC Total Total"
816,207315,275728950,"Delta Air Lines Inc.-Mexico City, Mexico-Atlanta, GA Total Total"
817,207178,63603646,"Southwest Airlines Co.-Chicago, IL-Cleveland, OH Total Total"
818,207167,287962130,"Southwest Airlines Co.-Los Angeles, CA-Houston, TX Total Total"
819,207062,70608142,"Delta Air Lines Inc.-Atlanta, GA-Jackson/Vicksburg, MS Total Total"
820,206752,157545024,"Southwest Airlines Co.-Atlanta, GA-New York, NY Total Total"
821,206701,539696311,"American Airlines Inc.-Los Angeles, CA-Boston, MA Total Total"
822,206508,62158908,"JetBlue Airways-New York, NY-Buffalo, NY Total Total"
823,206486,224037310,"United Air Lines Inc.-Miami, FL-Newark, NJ Total Total"
824,206452,656310908,"Aer Lingus Plc-Dublin, Ireland-New York, NY Total Total"
825,206334,119880054,"Southwest Airlines Co.-Fort Lauderdale, FL-Atlanta, GA Total Total"
826,206311,898071783,"Virgin Atlantic Airways-Orlando, FL-London, United Kingdom Total Total"
827,206240,274299200,"Delta Air Lines Inc.-Atlanta, GA-Mexico City, Mexico Total Total"
828,206224,63104544,"Delta Air Lines Inc.-Atlanta, GA-Greensboro/High Point, NC Total Total"
829,205950,244668600,"American Airlines Inc.-Dallas/Fort Worth, TX-Ontario, CA Total Total"
830,205830,57838230,"Southwest Airlines Co.-Baltimore, MD-Buffalo, NY Total Total"
831,205415,1418595990,"Korean Air Lines Co. Ltd.-New York, NY-Seoul, South Korea Total Total"
832,205118,86764914,"Southwest Airlines Co.-Omaha, NE-Chicago, IL Total Total"
833,205027,150286912,"Shuttle America Corp.-Chicago, IL-New York, NY Total Total"
834,204924,60657504,"Southwest Airlines Co.-Burbank, CA-San Jose, CA Total Total"
835,204877,145872424,"Delta Air Lines Inc.-Buffalo, NY-Atlanta, GA Total Total"
836,204452,533824172,"American Airlines Inc.-Boston, MA-Los Angeles, CA Total Total"
837,204401,211456517,"Delta Air Lines Inc.-New York, NY-West Palm Beach/Palm Beach, FL Total Total"
838,204292,252300620,"Southwest Airlines Co.-Houston, TX-Las Vegas, NV Total Total"
839,204041,69577981,"Delta Air Lines Inc.-Jackson/Vicksburg, MS-Atlanta, GA Total Total"
840,203886,872224308,"Compagnia Aerea Italiana-New York, NY-Rome, Italy Total Total"
841,203847,144935217,"Southwest Airlines Co.-Newark, NJ-Chicago, IL Total Total"
842,203759,949720699,"Aeroflot Russian Airlines-Moscow, Russia-New York, NY Total Total"
843,203649,967332750,"American Airlines Inc.-London, United Kingdom-Dallas/Fort Worth, TX Total Total"
844,203326,60184496,"Southwest Airlines Co.-San Jose, CA-Burbank, CA Total Total"
845,203285,82264183,"Delta Air Lines Inc.-Washington, DC-Detroit, MI Total Total"
846,203280,119325360,"Southwest Airlines Co.-Baltimore, MD-Nashville, TN Total Total"
847,202970,739419710,"Klm Royal Dutch Airlines-Amsterdam, Netherlands-New York, NY Total Total"
848,202952,144501824,"Delta Air Lines Inc.-Atlanta, GA-Buffalo, NY Total Total"
849,202591,13573597,"SkyWest Airlines Inc.-Chicago, IL-Milwaukee, WI Total Total"
850,202581,1403278587,"Cathay Pacific Airways Ltd.-Hong Kong, Hong Kong-San Francisco, CA Total Total"
851,202379,301747089,"Southwest Airlines Co.-Baltimore, MD-Denver, CO Total Total"
852,202320,439843680,"American Airlines Inc.-Miami, FL-Las Vegas, NV Total Total"
853,202274,60884474,"JetBlue Airways-Buffalo, NY-New York, NY Total Total"
854,202264,48543360,"Delta Air Lines Inc.-Atlanta, GA-Panama City, FL Total Total"
855,202248,240270624,"American Airlines Inc.-Ontario, CA-Dallas/Fort Worth, TX Total Total"
856,201992,130688824,"Southwest Airlines Co.-Phoenix, AZ-Sacramento, CA Total Total"
857,201743,777921008,"Lufthansa German Airlines-New York, NY-Frankfurt, Germany Total Total"
858,201668,206508032,"United Air Lines Inc.-Seattle, WA-Denver, CO Total Total"
859,201617,245367889,"American Airlines Inc.-Baltimore, MD-Dallas/Fort Worth, TX Total Total"
860,201455,1395478785,"Cathay Pacific Airways Ltd.-San Francisco, CA-Hong Kong, Hong Kong Total Total"
861,201427,1391054862,"Korean Air Lines Co. Ltd.-Seoul, South Korea-New York, NY Total Total"
862,201335,1302436115,"Eva Airways Corporation-Taipei, Taiwan-San Francisco, CA Total Total"
863,201285,45490410,"American Airlines Inc.-Charlotte, NC-Atlanta, GA Total Total"
864,201037,639096623,"Aer Lingus Plc-New York, NY-Dublin, Ireland Total Total"
865,200979,56274120,"American Airlines Inc.-Boston, MA-Philadelphia, PA Total Total"
866,200711,731190173,"Klm Royal Dutch Airlines-New York, NY-Amsterdam, Netherlands Total Total"
867,200668,247824980,"Southwest Airlines Co.-Las Vegas, NV-Houston, TX Total Total"
868,200466,48111840,"Delta Air Lines Inc.-Panama City, FL-Atlanta, GA Total Total"
869,200449,238333861,"Southwest Airlines Co.-Orlando, FL-San Juan, PR Total Total"
870,200436,272592960,"Santa Barbara Airlines, C.A-Caracas, Venezuela-Miami, FL Total Total"
871,200339,187316965,"American Airlines Inc.-Mexico City, Mexico-Dallas/Fort Worth, TX Total Total"
872,200318,346149504,"Southwest Airlines Co.-Chicago, IL-San Diego, CA Total Total"
873,200190,89484930,"Virgin America-San Francisco, CA-San Diego, CA Total Total"
874,200131,56036680,"American Airlines Inc.-Philadelphia, PA-Boston, MA Total Total"
875,200015,46704103,"Mesa Airlines Inc.-Dallas/Fort Worth, TX-Houston, TX Total Total"
876,199626,417218340,"Aeromexico-New York, NY-Mexico City, Mexico Total Total"
877,199534,34918450,"American Airlines Inc.-Oklahoma City, OK-Dallas/Fort Worth, TX Total Total"
878,199518,66639012,"American Airlines Inc.-Chicago, IL-Minneapolis, MN Total Total"
879,199237,71127609,"Westjet-New York, NY-Toronto, Canada Total Total"
880,198800,116695600,"Southwest Airlines Co.-Nashville, TN-Baltimore, MD Total Total"
881,198542,342087866,"American Airlines Inc.-Chicago, IL-San Diego, CA Total Total"
882,198491,141127101,"Southwest Airlines Co.-Chicago, IL-Newark, NJ Total Total"
883,198363,215223855,"American Airlines Inc.-Miami, FL-Newark, NJ Total Total"
884,198134,241129078,"American Airlines Inc.-Dallas/Fort Worth, TX-Baltimore, MD Total Total"
885,198096,284862048,"American Airlines Inc.-Dallas/Fort Worth, TX-San Jose, CA Total Total"
886,197955,341076465,"American Airlines Inc.-San Diego, CA-Chicago, IL Total Total"
887,197848,1279878712,"Eva Airways Corporation-San Francisco, CA-Taipei, Taiwan Total Total"
888,197838,124242264,"United Air Lines Inc.-Las Vegas, NV-Denver, CO Total Total"
889,197550,118925100,"United Air Lines Inc.-Phoenix, AZ-Denver, CO Total Total"
890,197396,725825092,"British Airways Plc-London, United Kingdom-Washington, DC Total Total"
891,197352,919857672,"Aeroflot Russian Airlines-New York, NY-Moscow, Russia Total Total"
892,197179,134081720,"Southwest Airlines Co.-Denver, CO-Minneapolis, MN Total Total"
893,197143,1144612258,"Lufthansa German Airlines-Los Angeles, CA-Frankfurt, Germany Total Total"
894,197104,44151296,"Alaska Airlines Inc.-Seattle, WA-Spokane, WA Total Total"
895,197070,65821380,"American Airlines Inc.-Minneapolis, MN-Chicago, IL Total Total"
896,197038,283340644,"American Airlines Inc.-San Jose, CA-Dallas/Fort Worth, TX Total Total"
897,197005,72694845,"Southwest Airlines Co.-Burbank, CA-Phoenix, AZ Total Total"
898,196967,149891887,"American Airlines Inc.-Dallas/Fort Worth, TX-Indianapolis, IN Total Total"
899,196838,34446650,"American Airlines Inc.-Dallas/Fort Worth, TX-Oklahoma City, OK Total Total"
900,196834,411383060,"Aeromexico-Mexico City, Mexico-New York, NY Total Total"
901,196675,149669675,"American Airlines Inc.-Indianapolis, IN-Dallas/Fort Worth, TX Total Total"
902,196666,66079776,"Porter Airlines, Inc.-Newark, NJ-Toronto, Canada Total Total"
903,196628,87892716,"Virgin America-San Diego, CA-San Francisco, CA Total Total"
904,196526,127152322,"Southwest Airlines Co.-Sacramento, CA-Phoenix, AZ Total Total"
905,196230,55533090,"Southwest Airlines Co.-Chicago, IL-Columbus, OH Total Total"
906,195880,121641480,"Southwest Airlines Co.-Phoenix, AZ-San Jose, CA Total Total"
907,195753,336890913,"Alaska Airlines Inc.-Seattle, WA-Chicago, IL Total Total"
908,195679,133061720,"Southwest Airlines Co.-Minneapolis, MN-Denver, CO Total Total"
909,195631,168438291,"Southwest Airlines Co.-Philadelphia, PA-Orlando, FL Total Total"
910,195544,165821312,"American Airlines Inc.-Santo Domingo, Dominican Republic-Miami, FL Total Total"
911,195269,168126609,"Southwest Airlines Co.-Orlando, FL-Philadelphia, PA Total Total"
912,195124,1339916508,"Etihad Airways-New York, NY-Abu Dhabi, United Arab Emirates Total Total"
913,195081,211662885,"American Airlines Inc.-Newark, NJ-Miami, FL Total Total"
914,194912,716691424,"British Airways Plc-Washington, DC-London, United Kingdom Total Total"
915,194783,44020958,"US Airways Inc.-Atlanta, GA-Charlotte, NC Total Total"
916,194578,290115798,"Southwest Airlines Co.-Denver, CO-Baltimore, MD Total Total"
917,194167,1127333602,"Lufthansa German Airlines-Frankfurt, Germany-Los Angeles, CA Total Total"
918,194021,1319148779,"China Airlines Ltd.-Taipei, Taiwan-Los Angeles, CA Total Total"
919,193815,337044285,"United Air Lines Inc.-Portland, OR-Chicago, IL Total Total"
920,193755,166823055,"Southwest Airlines Co.-Chicago, IL-Boston, MA Total Total"
921,193422,164021856,"American Airlines Inc.-Miami, FL-Santo Domingo, Dominican Republic Total Total"
922,193307,45097436,"Mesa Airlines Inc.-Houston, TX-Dallas/Fort Worth, TX Total Total"
923,192934,71192646,"Southwest Airlines Co.-Phoenix, AZ-Burbank, CA Total Total"
924,192813,259526298,"United Air Lines Inc.-Houston, TX-Santa Ana, CA Total Total"
925,192747,64762992,"Porter Airlines, Inc.-Toronto, Canada-Newark, NJ Total Total"
926,192250,207822250,"Air Canada rouge LP-Vancouver, Canada-Los Angeles, CA Total Total"
927,192055,68563635,"Westjet-Toronto, Canada-New York, NY Total Total"
928,191882,207424442,"Air Canada rouge LP-Los Angeles, CA-Vancouver, Canada Total Total"
929,191840,162296640,"Southwest Airlines Co.-Denver, CO-Santa Ana, CA Total Total"
930,191719,114839681,"US Airways Inc.-Charlotte, NC-Chicago, IL Total Total"
931,191622,320200362,"Delta Air Lines Inc.-Detroit, MI-Phoenix, AZ Total Total"
932,191477,196072448,"Southwest Airlines Co.-Seattle, WA-Denver, CO Total Total"
933,191339,329294419,"Alaska Airlines Inc.-Chicago, IL-Seattle, WA Total Total"
934,191247,195836928,"Southwest Airlines Co.-Denver, CO-Seattle, WA Total Total"
